"5uM_10h"	"5uM_10h.1"	"5uM_10h.2"	"5uM_10h.3"	"5uM_10h.4"	"5uM_10h.5"	"10uM_10h"	"10uM_10h.1"	"10uM_10h.2"	"10uM_10h.3"	"10uM_10h.4"	"10uM_10h.5"	"UT_24h"	"UT_24h.1"	"UT_24h.2"	"UT_24h.3"	"UT_24h.4"	"UT_24h.5"	"5uM_24h"	"5uM_24h.1"	"5uM_24h.2"	"5uM_24h.3"	"5uM_24h.4"	"5uM_24h.5"	"10uM_24h"	"10uM_24h.1"	"10uM_24h.2"	"10uM_24h.3"	"10uM_24h.4"	"10uM_24h.5"	"UT_48h"	"UT_48h.1"	"UT_48h.2"	"UT_48h.3"	"UT_48h.4"	"UT_48h.5"	"Veh_48h"	"Veh_48h.1"	"Veh_48h.2"	"Veh_48h.3"	"Veh_48h.4"	"Veh_48h.5"	"5uM_48h"	"5uM_48h.1"	"5uM_48h.2"	"5uM_48h.3"	"5uM_48h.4"	"5uM_48h.5"	"Veh_72h"	"Veh_72h.1"	"Veh_72h.2"	"Veh_72h.3"	"Veh_72h.4"	"Veh_72h.5"
"glycerophosphoglycerol"	1967141	1417759	1186543	1584636	1174178	1134430	1673887	1265417	1281535	1396188	1282097	1397463	3024388	2682648	2428238	2944998	2372476	2360576	1983660	2423315	1559855	1524697	1787823	1727421	1971427	2285735	1735382	1678320	1891737	1712429	6532614	6152045	5489837	1331666	6002519	6712308	3623566	3516421	6105198	2897087	6263630	6427974	2951121	2431037	2358638	2409169	2332424	2199143	8315459	7538996	9879714	12857241	13677123	11311332
"glycerophosphoinositol*"	442333	1335554	1516618	320898	464808	1406206	242097	518749	1629545	326343	336882	1682515	303061	2161824	2090321	441696	345932	2048479	321712	529946	1761947	290101	475643	1702850	273290	538065	1722572	502071	1894362	1780756	840363	1598010	4145441	447222	1588643	5845189	451669	1475265	5575778	562909	1093453	6525331	621761	560925	2222129	329751	1451065	2287918	1089923	1755121	10466394	2554303	13247412	12065543
"glycerophosphorylcholine (GPC)"	211744144	222570528	242188704	230559744	223410000	232247232	204524320	191638720	206996896	188530688	192129456	206042432	402734816	393877056	368282048	429376320	371795360	409681216	241097888	229798400	199543216	183225520	208459840	191436912	221172016	205072048	215473648	169933760	218486016	219288928	332555136	328498880	353185568	137864480	360788448	366802784	296176896	304621856	320195200	210303712	300446752	339909632	209784656	200282032	171964208	187372208	195319680	176782272	363348576	327164960	482910272	451800352	532995392	500472896
"glycine"	5925371	9552053	8778722	5687577	8199159	8677258	8934697	8916339	8719194	8055057	9116884	5848647	15354474	15447467	11450857	16432788	15712832	16412423	10579667	10461797	10727437	9038887	7988855	8534366	11185024	8495554	11427126	8323501	10604532	11638775	16681981	14530682	22273686	4810475	17180090	20427832	14262931	14688985	15506074	10031596	19507370	21214778	13563216	13320261	14053661	13022380	13419866	13033847	22300748	13134000	29075976	25054288	26830678	28565154
"glycosyl-N-palmitoyl-sphingosine"	1127294	869584	844356	1211644	864001	971760	1289038	1046601	708055	1169146	984330	1421653	204806	402035	453086	632522	147435	399138	460108	570442	515165	563387	546220	572735	375708	781262	310559	595937	893994	1103079	274153	721357	223385	NA	393400	698203	329739	369164	372181	276863	264764	565693	441153	513780	229492	465394	247579	483884	549911	821434	610426	821264	1188248	1382312
"guanine"	307679	1084236	527190	345765	1178174	325194	699893	237245	529011	597933	420516	292600	2165383	735668	NA	1270626	1978006	814072	1225491	1421192	484799	1119016	457651	723083	1464739	658535	954021	660697	1331879	245865	NA	363491	2418494	NA	2245818	1022575	NA	276160	NA	140592	1799456	NA	180915	NA	NA	264445	1728528	88609	522714	NA	2425880	2933121	3035786	271947
"guanosine"	90967	306569	324197	155382	259302	179795	460713	762650	687321	311197	148142	277651	659908	600713	95558	394367	256397	529382	521620	227870	385642	316545	299310	242275	1286821	NA	951109	509056	537995	1091544	538333	479602	1620988	70513	437230	513957	612227	529924	496523	384510	820534	728014	952737	966234	458499	899230	622869	504005	1690510	355886	1945046	913471	860446	1593248
"guanosine 5'- monophosphate (5'-GMP)"	60079	94565	103276	46200	47900	83701	79930	225572	104938	79201	40000	68849	118378	247936	147125	227233	68669	394314	151183	70129	127490	77267	104416	113476	276598	100175	180394	86951	93639	375293	180376	157358	307306	48195	96538	191711	205224	283093	197823	100257	101428	240017	309593	220682	180065	246425	50097	159534	373540	180972	521416	256862	108126	582855
"guanosine 5'-diphospho-fucose"	29812	55007	41967	41018	48512	51758	64308	25074	49874	45107	43218	50323	101677	114511	112492	105373	99144	94319	73493	86414	81833	63864	67178	57543	76316	93379	68535	70861	77647	75393	146788	150974	155440	NA	160761	179076	110123	120632	126497	82920	130474	137256	83563	78891	70786	50660	77046	70406	147870	137768	198812	191269	213019	207171
"guanosine 5'-triphosphate"	110736	NA	97257	96740	69242	NA	128141	NA	NA	109686	294771	NA	NA	129895	152227	143584	NA	NA	99620	87526	NA	559233	NA	70979	76868	107723	NA	69643	140124	162373	164990	262633	127689	290769	115136	211548	96733	121819	147497	313535	NA	199756	109411	122127	75381	NA	NA	150218	111320	354849	321083	401215	233483	484368
"gulonic acid*"	4611124	2580818	2727779	3323049	2073171	2393189	2782790	2219654	2490729	2579296	2420604	3013007	5743037	5643714	5500207	5868694	3742779	4667960	3989374	5055108	3022553	2325583	3450301	3552208	3570836	4692731	3097971	2834986	3743491	2970719	12826039	13036378	12252139	1995568	11459661	12059061	8749078	6833768	12401956	2696121	9996307	10338478	5247900	3839559	4538569	4041188	4435738	3520700	14821616	12079788	14425537	14430640	22858540	18989784
"HEPES"	49003736	45310620	51602496	53403492	54936296	49890728	51562268	43532880	49303312	49482436	114833504	53068076	67741800	65048076	68087656	68422704	59036132	60485968	58175756	58551704	52035672	48171900	51858316	49611792	57647616	54783336	54199304	52156524	57215568	54470592	80242464	77791520	83227712	24299028	88541464	85126600	62399792	65450924	77568512	44234216	78801952	83293600	64053640	56332364	63467032	58393528	69305720	59146712	78922304	75740144	96206400	95737784	107975160	96468720
"heptanoate (7:0)"	873651	3868141	1648407	1223239	1762698	1126687	827958	2552981	2311083	813396	712743	605153	769516	3531869	413263	949838	3978784	NA	1091373	2418670	1488222	1327086	2148767	674084	946576	1479079	1335210	711032	3090112	1672205	930503	1969960	189286	956336	2415783	NA	1239366	2995885	109595	1287228	2022502	303971	923833	2103150	626984	1474540	2966872	4141731	752861	1586995	NA	2155547	1869868	292546
"hexanoylcarnitine"	184517	373693	146702	111687	132714	132853	293746	484622	194835	217109	157955	127794	284548	260258	83620	148717	204745	241470	163793	176542	128864	146715	130756	142284	142445	141079	138707	141647	166640	132875	191339	270264	145543	45317	174024	79385	189024	167084	136755	40676	NA	NA	88964	52361	48533	78325	69928	72808	181182	91916	186928	NA	111170	172353
"hippurate"	66396	68412	98763	94456	102410	85058	96036	60070	109544	88833	343963	112611	109565	81656	118371	140507	108594	92943	123294	107529	93037	86735	84959	77322	121377	116207	130875	90866	109814	114309	199693	183410	170246	40795	220410	185251	142588	134615	146290	80807	186733	173094	142672	127472	134576	119686	166567	131341	190411	141077	250659	216638	266255	246438
"histidine"	8524731	11063543	11049303	8360332	7996468	7295937	12361902	12552514	12689043	7982001	16138453	7362695	16633966	19298568	15878905	21838720	11499403	22090540	14406004	11248153	8418408	8170440	9354547	9083585	17184494	11030470	13687100	9581340	11851887	16196256	19769350	17036328	31196050	4676639	23094862	24251922	17627064	19473744	16035832	6393567	15578337	16481083	18167864	13895111	12755433	17598050	14046955	12347529	29395374	18985356	46409240	29699450	38431148	44869072
"homoarginine"	69552	73378	87577	NA	58574	66799	95342	51896	141876	70916	164599	56139	145529	131779	115458	178917	NA	159961	95675	87257	65551	48621	NA	41167	158038	101481	106789	89713	85076	134462	137294	136301	222617	37758	159174	262920	106678	167416	122952	41681	114029	82098	161211	107309	70591	122732	105314	99662	294594	142120	373204	172928	317714	386272
"homostachydrine*"	197474	254549	294412	219405	238977	267353	368382	289795	299152	222402	108192	209586	421739	369396	220356	462997	298454	465984	349703	247617	280780	250890	218246	240787	419681	243591	353755	276738	250670	424941	436044	443839	768536	102628	440822	556270	434205	470288	420454	196761	568223	629094	518738	437134	382228	438321	256726	162492	1543698	422795	1182549	722101	882148	1078490
"hypotaurine"	4145831	3453718	3135053	3576820	3049547	3111398	3921689	2842145	3107963	3646145	3101894	3081730	5579380	5180729	4901877	5797962	5001883	5091352	4258499	5410011	4479043	4113992	3872870	3909074	3771982	3876635	3743876	3838842	4017161	3587081	7093891	6777831	7412368	1351102	6735885	7853671	5639323	5339994	7575435	3585620	7630345	7875230	4472165	3561174	4247779	4104377	3785634	3456867	9294778	7908805	9679003	10931426	11841857	10081328
"imidazole lactate"	30630	NA	38949	NA	NA	NA	29497	NA	23215	18386	NA	NA	55783	52574	32305	67493	NA	65968	NA	NA	NA	50821	NA	37523	NA	NA	38077	NA	29883	55200	71235	39898	90662	NA	54027	73715	NA	91201	56400	16095	NA	22276	95925	39675	NA	37865	NA	NA	98235	62646	108183	60456	87837	113253
"imidazole propionate"	165624	217649	182096	66005	NA	123933	176256	255680	186703	98416	128467	119810	241850	359692	167291	267381	110272	291363	214335	103771	124559	161335	110118	NA	292832	141493	254475	93983	NA	178081	265163	356461	433081	62147	307817	292691	253703	297746	283382	461869	255218	259301	707557	208096	153910	380581	159213	154910	492226	231481	628825	792455	447546	555407
"inosine"	31748	NA	86878	28670	NA	315910	99312	19143	87339	94474	157648	406362	184193	NA	208087	60959	76331	84848	61285	19890	238272	43504	17150	597233	119080	75062	407038	208854	NA	238834	135757	23178	749984	NA	54242	183206	61961	NA	160406	18120	106056	633501	141587	18281	739716	50885	49463	27005	250326	18348	220161	530778	222033	653783
"Isobar: fructose 1,6-diphosphate, glucose 1,6-diphosphate, myo-inositol 1,4 or 1,3-diphosphate"	3056798	519726	4413889	4223438	3794697	4020738	3638087	477987	4603088	4649950	6011449	5273544	1718783	1759307	7757528	7991866	1291516	1370520	6773592	7409116	3777559	4343782	3835897	3599104	7460948	8206530	7437933	6429341	7537669	6943850	3202720	3637112	8015275	2602437	10213079	10833520	4741037	5207503	4690241	2715854	9893585	10993377	4766217	4654538	6825844	5528617	7198399	6708250	3460285	2855485	11017872	10819601	14722634	14422351
"isobutyrylcarnitine"	183743	249900	342218	212611	258437	NA	303801	289338	349250	153937	NA	148963	811446	945951	482753	739704	NA	820310	457300	289873	230809	185183	288151	214846	NA	NA	256816	194863	139711	317650	787378	495459	1039000	NA	NA	850925	977701	1016569	869632	288843	737394	NA	289724	180218	145896	293931	149892	164618	2503461	1301023	1944283	483486	1627511	1768644
"isocitrate"	113442	148313	169303	95682	185193	160521	171644	292921	121818	167912	143840	123749	358476	410850	167632	516383	168163	569944	197009	192913	140639	155603	164725	154654	356436	113966	212795	110150	106851	296719	313957	308617	659158	134377	267919	326434	458573	499063	226236	125486	254507	311153	555753	369725	201905	371375	219515	220310	505526	241097	588311	422827	401663	892760
"isoleucine"	41067080	49026840	54435440	37939096	31937438	30375236	51848088	47891200	53775356	36013852	73049200	41978788	70562504	70949904	64078536	85382968	51508752	79096856	61763304	49096664	45562468	39933592	36345396	39677208	67582000	49096768	63668704	42438176	47962028	67706688	73432960	80218904	107345256	19735524	100231928	107259960	69544016	70003920	82571704	37324596	80184816	65414940	61643400	58016416	50340960	66438316	54684920	54709936	109999328	73953704	155409888	97050608	151676208	144637936
"isovalerylcarnitine"	1070707	1414497	1381515	1005995	1115170	1189726	1326534	1579576	1548932	923294	971629	1165218	3544404	4243224	2461268	4483353	2222193	3642653	2433026	1746421	1699557	1525854	1343553	1014527	1248206	746396	1209453	733995	385696	1537253	3159581	3358819	6697999	789959	3390830	3409181	5088556	5592892	4480330	2092727	3410469	4167714	1719050	1320473	1244523	2142387	954914	850456	12916852	8127246	11688901	7406110	8662689	10591385
"kynurenine"	47947	114482	106893	75657	55941	45354	81330	95025	110252	70658	99849	39342	133186	196170	98923	206936	107325	175028	101509	86065	78617	57919	63187	63478	164853	60600	113705	75646	105579	145248	114154	123134	245852	57646	182305	165946	130132	171882	88187	93376	145801	152749	170018	142904	97157	158452	110209	101745	227070	72332	334592	207087	208096	349338
"lactate"	8222070	4341096	7596046	7495424	6439805	6285419	8957060	4170630	6999042	9938987	7432936	6435993	14812971	13379186	13269574	15262501	12194805	9379420	12741781	10031826	9954706	9041608	9554017	7801435	13502751	13728155	11576654	13985375	10754962	12415889	20183290	18957318	18336862	4734085	19429480	21368260	12892007	14854243	12760578	7305947	17671760	22111798	12350176	9668944	11871957	11067997	12525215	11642769	18764806	14635775	26191710	35763672	33964560	31574012
"lactosyl-N-palmitoyl-sphingosine"	169043	107187	119701	157568	167810	205021	184746	106085	101998	173936	146703	190193	NA	71311	86286	124235	28899	72066	139131	126217	125846	192492	129513	195106	106737	200043	124936	196205	198410	292449	NA	111819	NA	NA	NA	113173	65661	112603	87580	NA	NA	97024	137436	205556	105117	176276	81812	195410	58549	102361	NA	NA	62269	193583
"laurylcarnitine"	207542	369507	81941	107924	93684	93119	225592	494054	145999	171957	123572	120237	190053	191990	73327	77998	191904	205671	97750	113740	149117	161660	169165	148349	116692	136079	106881	147534	179935	170614	183072	234495	90416	NA	NA	95152	54097	72498	68116	34595	63682	69816	69883	70627	NA	65167	62124	54291	79099	75669	100429	111086	111605	72051
"leucine"	22422300	21073280	24433700	19034928	19841370	21254576	24780392	19363036	25950908	16775227	38056036	22376436	29779148	29430364	40307300	36598820	26564240	34858544	27445680	22934802	22136964	19663496	20662628	21217864	31195628	23931558	28328816	21386516	24093276	30365416	41914276	41290040	50757336	8609123	54518676	60039784	29917736	31171436	31941218	15992613	42746912	42566844	25366284	24745900	30472146	29343212	32285984	24619040	50929040	40455884	74202640	59473072	77773376	72124800
"linoleamide (18:2n6)"	549903616	534331040	679999104	532957888	581323008	556380864	436587456	554584896	665320512	872025728	369613088	931652224	785570496	485585792	398889920	568512832	397224896	406163392	540106624	802485376	630548160	1079864320	532343104	605361216	436161856	602141184	430228992	560760448	443511232	374769504	709294016	574845312	798025792	471540704	482196352	645113344	546762944	336257600	899487744	613460544	618847744	672685312	539163712	520954336	558243648	339869952	362930016	520699040	610624192	620125184	688120768	1339309440	609741696	672454144
"lysine"	4595824	3961659	5874387	4333997	4662488	3432446	6297666	4615460	6605237	3649813	11744944	4583368	6033129	6255354	7455209	8803725	3613769	5841786	6718604	4896375	3861338	2524319	3531713	3283265	8014831	6553828	6918591	4969293	4844170	6729104	10152608	9440487	11015913	1737180	11507905	10648345	6679730	6749473	6784150	2655539	8670012	7301053	6152638	5297512	3863138	5602501	4601820	4963457	12765746	9771577	16989158	11183750	15286242	14802655
"malate"	18124578	10965018	16950864	19773808	14223897	16774552	19120242	12440016	14458189	18128926	16349732	16892848	29063948	24161888	37759132	36543676	26413780	34744672	26310886	21070908	21376506	21411334	21066348	25168304	24950666	22836934	21998834	21927068	20181416	24872188	55193700	49305148	62711276	21346086	44527676	68950184	42184448	34366800	57595212	32264666	43618012	68383960	33033228	27447644	27051250	26625536	20690430	18810196	61116072	53649332	88769016	91688184	91292888	104132240
"malonate"	8831095	8751551	8024706	7501144	6501379	8099823	7358528	8397160	10549664	7669906	8553011	7128611	7598868	10156615	9468077	8677995	6680658	8446264	7971966	8939708	9264544	7650770	8541935	9137648	7385990	7885555	9746895	7308208	9076565	9031292	8956420	13361248	8893169	5783632	8258968	12627176	9392113	12928134	11220357	7157129	7247684	12026273	10261882	8902305	7911594	6820752	9289090	9642118	93943568	12093530	11767974	12009241	12965110	11832229
"malonylcarnitine"	NA	35181	NA	11085	38348	35361	56922	56249	75768	NA	11925	27684	65899	78357	43870	80443	30533	69795	68142	65804	38664	24423	32198	56129	87650	40212	NA	36537	56090	99132	66676	46033	132611	NA	48693	101699	86334	93150	52556	29526	57296	86381	96316	71686	72372	51259	NA	36233	123428	46994	204825	79503	74332	170060
"mannitol/sorbitol"	13558748	9773842	9691812	13085651	9370021	9574495	12032635	9253464	10706328	10789973	11365591	9910285	17336948	14939301	14957297	17667872	13158748	13996040	14811024	17306140	12723246	11945919	15229975	14512532	15720112	17955348	15470714	14704915	18037200	16574326	37876416	35148816	34280624	8564556	32498454	36512936	25301716	25427452	32951796	16008552	32337062	32684602	26276862	21930410	22597566	23166684	23621824	22031222	39986060	36007508	43805960	53932328	55330672	45822960
"methionine"	16775758	16373812	18400636	17333308	15916933	16255186	18482984	16353215	17531316	16460458	20204674	16490083	17609984	17269232	20754972	21176742	16843764	18805422	17657682	17169816	16174000	14314775	15809061	12969534	18595660	17641854	16992620	14027675	14337540	17972396	24971016	23910746	25676032	8946092	26996400	26773632	18659880	18079964	23593208	15790458	23997212	24081064	17748928	17786080	19883798	18089040	19001000	15756776	29474022	24910608	38623176	35634880	41780636	35979388
"methionine sulfone"	60861	89882	122977	85936	93755	86432	121930	108609	100903	68592	108752	NA	122667	193820	94214	166937	127136	187155	144365	86167	103080	97903	71300	87083	130440	69195	111806	67742	107379	155811	161816	123429	224858	48860	164583	210399	163183	151767	122238	112566	263358	240941	138452	126292	109764	109659	121784	106943	311163	177843	395999	387241	286090	388110
"methionine sulfoxide"	470916	674073	726197	515891	907293	800804	723512	781957	752459	500347	1703182	1295842	2115799	2000326	1812348	2203025	1873469	2028073	1552017	1046648	1452687	1768038	2072852	1677596	1463907	1149981	1364484	874852	1685815	2845689	2718032	2292916	2877582	597874	3129631	2991376	2044643	2095568	2626197	1851441	3514210	3560511	2185869	1871666	1852306	1560649	2681710	2419353	2678763	1336807	2235070	2973132	2693076	2389457
"methylphosphate"	215687	383450	200998	295185	282515	267293	149609	274053	358417	125412	327119	311525	487087	838467	749940	666224	617572	750675	446996	743471	647957	539508	691719	674252	617729	643316	654282	364579	592762	439283	1487125	1311916	2133200	430886	1620929	2157055	1032529	1101667	1785708	1169631	1871417	1921083	658728	802767	917269	753509	1072676	785317	2050474	1553163	3248902	2749873	4599132	3208930
"myo-inositol"	73699224	82496472	78953072	67794832	74955720	84707408	65799208	67501224	83228352	58355928	71967984	80197272	95260048	127561216	124750936	107184912	109829616	129131456	80012200	116486800	105804896	77143368	96973424	106030768	85600272	106964088	101257304	66716136	109616872	103124960	151613984	174151200	193859776	33511876	182146336	221698752	117127544	130710912	204036304	82401944	192848192	221824288	86310024	92271816	116154176	84374456	106045200	106170408	182342528	187372720	270060160	226391040	322115072	285652032
"myristoleoylcarnitine*"	157283	363290	134049	155012	161069	122298	303433	461169	228783	230529	202289	176056	168191	170480	88463	59693	175762	128161	120967	143204	153206	171062	161796	161097	125820	168649	116272	149676	202871	179029	115391	116152	NA	NA	62231	NA	NA	61685	59392	NA	NA	58102	NA	NA	62097	70825	NA	44332	58591	50274	50622	NA	NA	NA
"myristoyl sulfate"	4960871	10059538	4144936	19024730	19140708	4589029	9893551	16716926	9202274	4032719	8151373	4174321	5325690	5357055	21000794	16191777	11669290	8405914	8568638	4782737	5385367	4288567	22586172	13281657	19930228	4495870	9641531	10040848	9357619	12384831	20241986	10870637	10942569	4962810	4727039	4466496	4843277	13024990	5177865	32619568	4224532	5948067	13936439	5099270	8864117	9938128	12191069	4654735	15047431	23144956	7354312	4308006	10146647	12640625
"myristoylcarnitine"	551500	1208616	479538	496427	557873	609411	1090556	1549666	795372	952753	605934	644276	492971	459544	241709	274063	580641	480887	399473	457274	522136	567042	469086	485305	435672	546193	418457	539549	617215	544462	433373	477160	181376	NA	169741	219984	172492	188361	188173	129218	185237	187454	177778	166439	171898	157622	184530	175500	217918	200306	290580	333588	227961	234718
"N-acetyl-aspartyl-glutamate (NAAG)"	346376	479105	556963	302204	342218	340327	474483	571893	555209	368587	385201	290444	953165	1349271	665254	1522495	710515	1541902	982328	685059	643953	487687	430290	489775	1457531	548934	1113351	621629	683353	1217118	653554	893384	1583598	183409	889186	767218	1365506	1634386	688573	513167	805872	858431	1109032	1039098	763799	1557532	551167	579575	1121793	623275	2009104	839967	822303	2144218
"N-acetylalanine"	316498	236132	254398	274918	266626	267490	325461	278953	303767	278865	287336	337400	436402	449213	454557	433463	400340	480462	472701	604606	437809	406600	372616	387281	493534	497473	435630	494244	480900	484534	753224	723296	801436	152986	775000	841206	557485	624613	848386	405867	775998	880433	590256	511088	580241	519129	520724	511742	845373	761462	1033998	1117237	1184538	1133841
"N-acetylarginine"	45888	114866	66857	NA	72167	73699	87988	119863	140889	43356	54963	45755	108070	145399	NA	149629	86540	151633	119623	82584	95563	53971	50038	94354	142471	59748	109879	73523	83429	175809	135978	83122	236618	NA	106203	168890	142738	160962	104906	55707	145877	148525	160050	124324	116272	120784	93572	74820	291460	112393	348826	141346	171351	358061
"N-acetylasparagine"	36932	55010	55981	NA	46708	29808	38807	102414	44340	39955	38591	37735	68907	77826	23380	112340	24920	73106	70261	57387	NA	NA	36660	NA	152308	NA	90043	NA	34150	107254	69022	45134	154709	NA	46192	68599	NA	86773	59313	40062	46585	61296	163948	99454	68543	157771	66595	79783	152687	69744	NA	141287	146860	112932
"N-acetylaspartate (NAA)"	34704600	25192240	23675950	32179452	25641552	26229972	29425856	22457988	25548946	28173664	25950858	27481954	53214868	49738744	48794672	62034996	45526928	48449688	46232300	53260700	41153952	41126456	44111428	41603544	43081328	52563972	43434696	45855384	46933220	43171908	75706536	72489952	71239136	16004742	66981980	81093880	58044512	55426184	74010008	36648408	72305288	79990528	54004688	42851840	43921088	48773992	43467316	41633792	80567104	75357256	78128384	108687040	96743344	85463176
"N-acetylglucosamine/N-acetylgalactosamine"	346144	673041	556314	310300	505571	545826	638752	587334	555881	334118	332232	318135	885469	1204888	533900	1042281	816744	1214649	583384	478781	618893	640627	343627	398157	623528	312536	682593	327905	401660	735274	791478	943300	1745354	226730	823202	900675	1104742	1538008	883149	655655	907716	1238272	939955	822279	617954	959238	481536	579996	1448581	749917	2340964	1548339	1242811	1968225
"N-acetylglucosaminylasparagine "	74508	118650	139448	68881	66481	81185	138642	180308	153590	90614	69037	65646	230045	261704	139930	312460	123706	302243	153535	62550	107324	67032	75602	92214	171654	58808	153825	84346	83809	216975	149667	176963	354526	NA	146470	236290	226341	324167	161970	104875	149938	266479	180682	155295	135093	206009	72215	122280	304493	200034	551585	253736	177500	544450
"N-acetylglutamate"	7532217	14658456	13435826	7892170	11415267	12067228	15751202	16692009	14799403	7526412	6684112	9289424	21974796	20531088	10647796	21888826	13285051	21824780	20541200	12814341	11083663	13364241	11206572	13204141	24094332	11930170	19679956	12176672	12586023	30161070	16724449	13836032	26005148	5656158	16515631	19074006	18930120	22204260	18165148	13564986	19935128	14634327	22945262	21279988	10109040	18211870	12647869	13181505	30853360	15652336	30026748	27455072	24750864	31879096
"N-acetylglutamine"	219754	335387	326629	174552	317938	326018	370531	581867	353809	274879	289987	232714	491775	645179	251739	618415	376323	701701	434248	313599	323542	317848	243912	303062	641935	259257	515459	299328	407387	648093	368408	372718	1154972	108249	439928	667889	422941	746659	441323	312168	597276	628240	637536	438149	419500	652241	502985	342786	687213	352608	1389109	761972	632552	1438673
"N-acetylhistidine"	18567	NA	NA	NA	NA	NA	NA	23956	NA	20454	27913	17034	40616	48790	32289	41046	NA	53992	59328	27475	36271	NA	28084	41355	67137	24850	46553	26224	57166	74986	44844	62612	90631	NA	49329	72841	NA	74063	52306	14760	42719	62024	92746	62070	17360	75656	61197	NA	114610	58869	158679	85013	85219	171219
"N-acetylmethionine"	183866	186104	163943	177060	154759	156156	205286	167068	191571	192871	167883	171085	332767	355798	350079	374821	360312	374616	292333	321665	283959	259681	287650	254731	358177	344073	289829	298044	363673	315029	776097	776410	704238	132213	828977	804692	463146	514522	647723	313663	722268	728336	369553	328370	363341	369086	396569	351085	759318	773392	1198980	1123693	1414273	1212761
"N-acetylmethionine sulfoxide"	NA	NA	NA	NA	48666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18198	14603	25883	55300	32918	40834	15007	26349	40703	NA	NA	30051	NA	NA	NA	45152	55131	26638	NA	25236	41699	74288	46010	25871	50424	25118	23893	373237	35441	91227	62945	62228	94714
"N-acetylneuraminate"	673811	559781	385723	575932	507863	427289	476267	350848	384387	475065	479274	470575	1072401	874031	758493	1034525	772312	664604	897470	988620	627948	724401	730176	717836	712493	738949	629138	613313	818171	670346	1413989	1388297	1293155	260301	1195974	1276538	1144478	1083744	1270465	693598	1405132	1338395	1115517	874422	667375	647646	753398	597729	1795218	1586383	1786331	2561068	2687968	2171833
"N-acetylphenylalanine"	26144	30019	22058	24430	NA	38984	NA	NA	34205	NA	23376	26996	33509	23620	NA	20620	23081	33407	32053	33883	NA	22888	30317	10606	31715	28054	NA	23347	11637	28968	25165	19347	29483	15782	34821	NA	NA	NA	31923	20888	28958	23216	34737	29867	41765	NA	34290	32963	29803	21195	27473	NA	41154	NA
"N-acetylputrescine"	4425877	6439996	5241462	3917978	4868294	4291408	6329406	5970471	5717105	4066974	4181683	3913191	6479055	7130378	4828911	7116186	5812645	7038714	4604818	4073407	3713088	3397390	2779412	3776440	4304622	3340774	3760447	3085527	3444225	4177885	5011923	4707598	8523812	1364086	5209437	7391774	5939842	7036156	4962415	2868929	6742896	6220195	2301746	2394151	2581545	2792909	1886330	1798780	6851926	4581726	8120201	4953745	5682827	8549449
"N-acetylserine"	2715881	3810078	3355657	2471812	2541989	2545112	3156335	5240131	3840921	2788250	2878241	3342462	4778205	5979918	3677056	7088835	4006376	7485873	4969086	3910800	4495248	3194994	4004957	4161429	8321789	4770007	6018124	3950527	4695257	6933200	4507205	6140107	11264722	1892166	7186310	6010128	5360288	7997240	6793107	3220111	7504621	7683485	8203593	5681161	5315784	8194974	4353150	5404802	8721735	5487016	15033619	6859660	8123484	14870378
"N-acetyltaurine"	263448	244617	260388	255552	235953	260832	278713	285524	300137	216513	248702	251491	417933	451359	480466	406385	372779	455518	430857	428849	405458	370959	395432	400157	443827	454974	433341	398114	417126	469772	656097	682019	675020	179629	653095	717027	555671	557528	723341	373499	587953	647122	454774	386967	450439	372151	372390	364687	682012	767153	905140	861168	936638	816422
"N-acetylthreonine"	718450	672335	686544	689207	653507	691315	762674	675825	715735	763637	605705	726130	1042417	1053156	1044635	1063273	980659	1067919	1004632	1045969	992477	816420	1010500	955247	1133998	1197268	1114455	1078557	1132740	1133176	1645678	1610699	1864247	301609	1687929	1771149	1259452	1301343	1780976	848405	1705081	1890544	1369017	1191840	1357137	1184350	1266366	1206969	1754515	1714315	2357621	2322694	2633110	2287272
"N-acetylvaline"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50748	NA	49352	NA	NA	NA	NA	NA	NA	NA	36521	NA	38744	NA	NA	31984	NA	NA	NA	41324	53004	55422	77747	NA	49514	47732	NA	NA	70505	66013	59442	40959	49281	31501	45111	NA	40775	24242	85856	45784	82990	81076	83002	72572
"N-carbamoylaspartate"	295452	345405	231614	239629	292798	367097	355123	326012	275769	217665	278054	328814	1953891	3450257	2400171	1982860	1691067	3467264	459141	630575	790164	606275	696528	1019811	358019	491455	412564	368241	594923	592240	4615632	4945894	3534486	502254	2833949	6168399	3016289	3329185	5015459	1635900	3251262	6188120	1653181	1354271	1353497	1086718	1138641	1331688	3399424	3613534	5980852	4000480	7686180	8074505
"N-delta-acetylornithine"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42523	NA	NA	64122	62890	73839	NA	66122	NA	NA	NA	NA	NA	40074	NA	NA	NA	45609	NA	NA	100186	96824	149074	NA	188487	NA	74398	NA	81547	NA	NA	156841	NA	31357	47584	72646	48498	NA	171575	NA	194965	230855	186520	306703
